              1       -5.41182       -5.41182              0
              2       -5.40916       -5.41049    0.000939811
              3       -5.46654       -5.42917      0.0152681
              4       -5.44713       -5.43366      0.0120932
              5       -5.48886        -5.4447      0.0138234
              6       -5.47551       -5.44984      0.0124365
              7       -5.44921       -5.44975      0.0106602
              8           -5.4       -5.44353      0.0109925
              9       -5.44927       -5.44417      0.0097896
             10        -5.4745        -5.4472     0.00926863
             11       -5.49054       -5.45114      0.0092254
             12       -5.40173       -5.44702     0.00933024
             13       -5.44857       -5.44714     0.00861328
             14       -5.48328       -5.44972     0.00837582
             15       -5.48231        -5.4519     0.00809425
             16       -5.46135       -5.45249     0.00760989
             17       -5.43267       -5.45132     0.00725097
             18       -5.49785       -5.45391     0.00729428
             19       -5.47745       -5.45514     0.00701482
             20       -5.49772       -5.45727     0.00697962
             21       -5.41829       -5.45542     0.00688964
             22       -5.46557       -5.45588      0.0065919
             23       -5.41885       -5.45427     0.00649891
             24       -5.39406       -5.45176     0.00669486
             25       -5.48172       -5.45296     0.00653344
             26       -5.40742       -5.45121     0.00651272
             27       -5.41112       -5.44972     0.00643849
             28       -5.47778       -5.45072     0.00628605
             29       -5.45591        -5.4509     0.00607183
             30       -5.44962       -5.45086     0.00586958
             31        -5.4602       -5.45116     0.00568797
             32       -5.45147       -5.45117     0.00551023
             33       -5.46489       -5.45159     0.00535891
             34       -5.43579       -5.45112     0.00522139
             35        -5.4476       -5.45102     0.00507318
             36       -5.46793       -5.45149     0.00495395
             37       -5.42575        -5.4508     0.00486868
             38       -5.44398       -5.45062     0.00474386
             39        -5.4636       -5.45095     0.00463389
             40       -5.44038       -5.45068     0.00452557
             41       -5.43893        -5.4504     0.00442426
             42       -5.44037       -5.45016     0.00432537
             43       -5.45834       -5.45035     0.00422896
             44       -5.47074       -5.45081     0.00415816
             45       -5.47139       -5.45127     0.00409082
             46        -5.4659       -5.45159     0.00401424
             47       -5.46622        -5.4519     0.00394089
             48       -5.47156       -5.45231     0.00388001
             49        -5.4826       -5.45293     0.00384975
             50       -5.47999       -5.45347     0.00381062
             51       -5.42908       -5.45299     0.00376578
             52       -5.44707       -5.45288     0.00369508
             53       -5.42635       -5.45238     0.00365911
             54       -5.47739       -5.45284     0.00362054
             55       -5.43275       -5.45247     0.00357308
             56       -5.47547       -5.45288      0.0035328
             57       -5.42987       -5.45248     0.00349383
             58       -5.45922        -5.4526     0.00343552
             59       -5.46079       -5.45274      0.0033801
             60       -5.44144       -5.45255     0.00332901
             61       -5.43784       -5.45231     0.00328316
             62       -5.46243       -5.45247     0.00323426
             63       -5.46817       -5.45272     0.00319251
             64       -5.47562       -5.45308     0.00316262
             65       -5.51171       -5.45398     0.00324003
             66       -5.43863       -5.45375     0.00319927
             67       -5.50098       -5.45445     0.00322826
             68       -5.45206       -5.45442     0.00318098
             69       -5.46782       -5.45461      0.0031408
             70        -5.4467        -5.4545     0.00309797
             71       -5.45557       -5.45451     0.00305437
             72       -5.47949       -5.45486     0.00303158
             73       -5.43867       -5.45464     0.00299816
             74       -5.43125       -5.45432     0.00297425
             75        -5.4357       -5.45407     0.00294494
             76       -5.45719       -5.45411     0.00290648
             77        -5.4878       -5.45455     0.00290148
             78       -5.42455       -5.45417     0.00288965
             79       -5.45629       -5.45419      0.0028532
             80       -5.47987       -5.45452     0.00283552
             81       -5.46286       -5.45462     0.00280239
             82       -5.45925       -5.45467     0.00276878
             83        -5.4776       -5.45495     0.00274916
             84       -5.42802       -5.45463     0.00273507
             85         -5.473       -5.45485     0.00271142
             86       -5.51155       -5.45551     0.00275889
             87       -5.39293       -5.45479     0.00281939
             88       -5.43444       -5.45456     0.00279681
             89       -5.46705        -5.4547     0.00276891
             90       -5.47909       -5.45497     0.00275138
             91       -5.43571       -5.45475     0.00272927
             92       -5.47867       -5.45501     0.00271196
             93       -5.43442       -5.45479     0.00269182
             94       -5.41664       -5.45439     0.00269362
             95       -5.44205       -5.45426     0.00266839
             96       -5.40549       -5.45375     0.00268852
             97       -5.43342       -5.45354     0.00266896
             98       -5.40246       -5.45302     0.00269214
             99       -5.49233       -5.45342     0.00269407
            100       -5.42973       -5.45318     0.00267752
