      0.0323165              0              0
      0.0969496              0              0
       0.161583              0              0
       0.226216              0              0
       0.290849              0              0
       0.355482              0              0
       0.420115              0              0
       0.484748              0              0
       0.549381              0              0
       0.614014              0              0
       0.678647              0              0
        0.74328              0              0
       0.807913              0              0
       0.872546     0.00158074    0.000596576
       0.937179       0.217256       0.011616
        1.00181        1.38791      0.0390263
        1.06645        2.49942      0.0546548
        1.13108        2.68153       0.050016
        1.19571         2.4843      0.0528577
        1.26034        2.20695      0.0394918
        1.32498         1.9078      0.0335124
        1.38961        1.69844      0.0300456
        1.45424        1.53153      0.0312727
        1.51888        1.38508      0.0308061
        1.58351        1.32251      0.0221883
        1.64814        1.24334      0.0236452
        1.71278        1.19488      0.0225356
        1.77741        1.16653      0.0202372
        1.84204        1.15531      0.0201426
        1.90667        1.14128       0.015595
        1.97131         1.1119      0.0143994
        2.03594        1.11849      0.0165993
        2.10057        1.11087      0.0165965
        2.16521        1.09574       0.014429
        2.22984        1.10149      0.0141954
        2.29447        1.08131      0.0144407
        2.35911        1.07102      0.0123709
        2.42374        1.05321      0.0116641
        2.48837        1.05331      0.0128407
        2.55301        1.07112      0.0129417
        2.61764        1.07172      0.0134268
        2.68227        1.04791      0.0120894
         2.7469        1.03277      0.0113303
        2.81154        1.04914      0.0108058
        2.87617        1.03619      0.0111333
         2.9408         1.0282      0.0110685
        3.00544        1.02513     0.00983028
        3.07007        1.02225     0.00968153
         3.1347        1.01405      0.0101327
        3.19934        1.00739      0.0104181
        3.26397        1.01064      0.0101223
         3.3286        1.00698     0.00949786
        3.39323        1.01482     0.00896923
        3.45787        1.01309     0.00911055
         3.5225        1.00447     0.00782922
        3.58713       0.997308     0.00784762
        3.65177       0.989977     0.00854811
         3.7164       0.990071     0.00770333
        3.78103       0.993653     0.00739084
        3.84567        0.99629      0.0084937
         3.9103        1.00672     0.00780969
        3.97493       0.995096     0.00748643
        4.03957       0.992617     0.00790449
         4.1042       0.985376     0.00790987
        4.16883       0.992814     0.00799868
        4.23346       0.989237     0.00781745
         4.2981       0.979874     0.00711794
        4.36273       0.985055     0.00697892
        4.42736       0.988968      0.0066682
          4.492       0.991615     0.00702384
        4.55663       0.991457      0.0055542
        4.62126       0.980047     0.00545342
         4.6859       0.978586     0.00579452
        4.75053       0.988106     0.00633841
        4.81516       0.988057     0.00713698
        4.87979       0.989285     0.00681781
        4.94443       0.995754     0.00665539
        5.00906       0.997224     0.00618621
        5.07369        1.00675     0.00570206
        5.13833        1.00144     0.00566519
        5.20296        1.00109     0.00521987
        5.26759       0.998308     0.00604651
        5.33223       0.992085      0.0049204
        5.39686       0.986678     0.00537828
        5.46149       0.986189     0.00515617
        5.52612       0.987758     0.00552979
        5.59076       0.990809     0.00509958
        5.65539       0.997925     0.00511042
        5.72002       0.994575     0.00554701
        5.78466       0.991079      0.0054451
        5.84929       0.991095     0.00527138
        5.91392       0.994493     0.00475251
        5.97856       0.989796     0.00512053
        6.04319       0.986154     0.00426064
        6.10782        0.98029     0.00448062
        6.17246       0.981512     0.00474782
        6.23709       0.988041     0.00446754
        6.30172       0.986973     0.00414505
        6.36635        0.98362     0.00401387
        6.43099       0.982071     0.00454727
