              1        1.08433        1.08433              0
              2         1.0895        1.08691     0.00182598
              3        1.11554        1.09646     0.00788652
              4        1.09616        1.09638     0.00591523
              5        1.11722        1.10055     0.00602384
              6        1.12542         1.1047      0.0062858
              7        1.13789        1.10944     0.00694992
              8        1.07031        1.10455     0.00761014
              9         1.1139        1.10559     0.00683514
             10        1.08367        1.10339     0.00649361
             11        1.08561        1.10178     0.00610126
             12        1.07542        1.09958     0.00597514
             13        1.09755        1.09942     0.00551756
             14        1.11986        1.10088     0.00531312
             15        1.05179        1.09761     0.00588128
             16        1.06018        1.09527     0.00596086
             17        1.08404        1.09461     0.00564672
             18        1.13779        1.09701     0.00582022
             19         1.1045         1.0974     0.00552721
             20        1.09386        1.09723     0.00525368
             21        1.11273        1.09796      0.0050551
             22        1.09407        1.09779     0.00482842
             23        1.12627        1.09903      0.0047747
             24        1.10311         1.0992     0.00457879
             25         1.0719        1.09811     0.00452391
             26        1.11405        1.09872     0.00439127
             27        1.12624        1.09974     0.00434532
             28        1.09695        1.09964     0.00419128
             29        1.10514        1.09983     0.00405104
             30        1.08104         1.0992     0.00396412
             31        1.08619        1.09878      0.0038584
             32        1.12913        1.09973     0.00385259
             33        1.10137        1.09978     0.00373617
             34         1.1216        1.10042     0.00368099
             35        1.10343        1.10051     0.00357682
             36         1.1087        1.10073     0.00348469
             37        1.05521         1.0995     0.00360116
             38        1.08476        1.09912     0.00352723
             39        1.08226        1.09868     0.00346317
             40        1.11615        1.09912     0.00340401
             41          1.085        1.09878     0.00333838
             42        1.11093        1.09907      0.0032714
             43        1.09682        1.09901     0.00319574
             44        1.08902        1.09879     0.00313117
             45        1.12744        1.09942     0.00312565
             46        1.10509        1.09955     0.00306013
             47        1.07282        1.09898     0.00304739
             48        1.13365         1.0997     0.00306831
             49        1.10006        1.09971      0.0030057
             50        1.10113        1.09974     0.00294572
             51        1.09168        1.09958      0.0028922
             52        1.07378        1.09908     0.00287882
             53        1.07773        1.09868     0.00285254
             54        1.10072        1.09872     0.00279997
             55        1.08582        1.09848     0.00275886
             56        1.10241        1.09855     0.00271049
             57        1.10355        1.09864     0.00266435
             58        1.09906        1.09865     0.00261842
             59        1.08757        1.09846     0.00258076
             60        1.11508        1.09874     0.00255258
             61        1.11834        1.09906     0.00253089
             62        1.09034        1.09892     0.00249397
             63        1.09776         1.0989     0.00245445
             64        1.10275        1.09896     0.00241684
             65         1.1158        1.09922     0.00239349
             66        1.09739        1.09919     0.00235739
             67        1.06738        1.09872     0.00236954
             68        1.09666        1.09868     0.00233488
             69        1.07233         1.0983     0.00233207
             70        1.10923        1.09846     0.00230397
             71        1.07152        1.09808     0.00230255
             72        1.11163        1.09827     0.00227824
             73        1.09772        1.09826     0.00224704
             74        1.10232        1.09832     0.00221735
             75        1.10231        1.09837     0.00218842
             76        1.12747        1.09875     0.00219288
             77        1.09261        1.09867     0.00216585
             78        1.08053        1.09844     0.00215053
             79        1.09313        1.09837     0.00212436
             80        1.05489        1.09783     0.00216622
             81        1.11214        1.09801     0.00214667
             82        1.11929        1.09826     0.00213612
             83        1.09209        1.09819     0.00211168
             84        1.05138        1.09763     0.00215881
             85        1.12407        1.09794      0.0021557
             86        1.05604        1.09746       0.002185
             87        1.08832        1.09735      0.0021624
             88        1.08122        1.09717     0.00214559
             89        1.11704        1.09739     0.00213307
             90        1.10145        1.09744     0.00210985
             91        1.11256         1.0976      0.0020932
             92        1.10354        1.09767     0.00207144
             93         1.1016        1.09771      0.0020496
             94        1.10433        1.09778       0.002029
             95        1.08821        1.09768     0.00201015
             96        1.12439        1.09796     0.00200837
             97        1.10654        1.09805     0.00198961
             98        1.11096        1.09818     0.00197367
             99        1.07532        1.09795      0.0019672
            100        1.12469        1.09821     0.00196561
