              1         1.6265         1.6265              0
              2        1.63425        1.63037     0.00273897
              3        1.67332        1.64469      0.0118298
              4        1.64425        1.64458     0.00887285
              5        1.67583        1.65083     0.00903575
              6        1.68813        1.65704      0.0094287
              7        1.70683        1.66416      0.0104249
              8        1.60546        1.65682      0.0114152
              9        1.67085        1.65838      0.0102527
             10         1.6255        1.65509     0.00974042
             11        1.62841        1.65267      0.0091519
             12        1.61313        1.64937     0.00896271
             13        1.64632        1.64914     0.00827634
             14         1.6798        1.65133     0.00796968
             15        1.57768        1.64642     0.00882191
             16        1.59027        1.64291     0.00894128
             17        1.62606        1.64192     0.00847007
             18        1.70668        1.64551     0.00873033
             19        1.65674        1.64611     0.00829082
             20        1.64079        1.64584     0.00788053
             21        1.66909        1.64695     0.00758266
             22        1.64111        1.64668     0.00724264
             23        1.68941        1.64854     0.00716205
             24        1.65467         1.6488     0.00686819
             25        1.60786        1.64716     0.00678587
             26        1.67107        1.64808      0.0065869
             27        1.68936        1.64961     0.00651798
             28        1.64542        1.64946     0.00628691
             29        1.65771        1.64974     0.00607656
             30        1.62156         1.6488     0.00594618
             31        1.62929        1.64817      0.0057876
             32        1.69369        1.64959     0.00577889
             33        1.65205        1.64967     0.00560425
             34         1.6824        1.65063     0.00552148
             35        1.65514        1.65076     0.00536523
             36        1.66305         1.6511     0.00522704
             37        1.58282        1.64926     0.00540173
             38        1.62714        1.64867     0.00529085
             39        1.62339        1.64803     0.00519476
             40        1.67423        1.64868     0.00510602
             41        1.62749        1.64816     0.00500756
             42        1.66639         1.6486      0.0049071
             43        1.64522        1.64852     0.00479361
             44        1.63353        1.64818     0.00469675
             45        1.69116        1.64913     0.00468848
             46        1.65763        1.64932     0.00459019
             47        1.60923        1.64847     0.00457108
             48        1.70047        1.64955     0.00460247
             49        1.65009        1.64956     0.00450855
             50         1.6517         1.6496     0.00441858
             51        1.63752        1.64937      0.0043383
             52        1.61067        1.64862     0.00431823
             53         1.6166        1.64802     0.00427882
             54        1.65108        1.64807     0.00419996
             55        1.62873        1.64772      0.0041383
             56        1.65362        1.64783     0.00406573
             57        1.65532        1.64796     0.00399653
             58        1.64858        1.64797     0.00392764
             59        1.63136        1.64769     0.00387115
             60        1.67262         1.6481     0.00382886
             61        1.67752        1.64859     0.00379633
             62        1.63551        1.64838     0.00374095
             63        1.64664        1.64835     0.00368167
             64        1.65412        1.64844     0.00362525
             65        1.67369        1.64883     0.00359024
             66        1.64608        1.64879     0.00353608
             67        1.60107        1.64807     0.00355431
             68        1.64499        1.64803     0.00350233
             69         1.6085        1.64745      0.0034981
             70        1.66384        1.64769     0.00345595
             71        1.60728        1.64712     0.00345382
             72        1.66744         1.6474     0.00341736
             73        1.64657        1.64739     0.00337057
             74        1.65349        1.64747     0.00332602
             75        1.65346        1.64755     0.00328264
             76        1.69121        1.64813     0.00328933
             77        1.63892        1.64801     0.00324878
             78         1.6208        1.64766      0.0032258
             79         1.6397        1.64756     0.00318654
             80        1.58234        1.64674     0.00324933
             81        1.66821        1.64701        0.00322
             82        1.67893         1.6474     0.00320418
             83        1.63813        1.64729     0.00316752
             84        1.57708        1.64645     0.00323822
             85         1.6861        1.64692     0.00323355
             86        1.58407        1.64619      0.0032775
             87        1.63249        1.64603      0.0032436
             88        1.62182        1.64575     0.00321838
             89        1.67556        1.64609     0.00319961
             90        1.65218        1.64616     0.00316477
             91        1.66884         1.6464     0.00313979
             92        1.65531         1.6465     0.00310716
             93        1.65241        1.64656     0.00307439
             94        1.65649        1.64667      0.0030435
             95        1.63231        1.64652     0.00301522
             96        1.68659        1.64694     0.00301256
             97        1.65981        1.64707     0.00298442
             98        1.66644        1.64727     0.00296051
             99        1.61298        1.64692     0.00295079
            100        1.68703        1.64732     0.00294842
